SecondBedroom-27860,train
MasterBedroom-27888,train
SecondBedroom-28014,train
MasterBedroom-3903,train
SecondBedroom-93585,val
Bedroom-9783,train
Bedroom-12508,train
MasterBedroom-91843,train
SecondBedroom-91744,val
Bedroom-289,train
Bedroom-518,train
Bedroom-34900,train
MasterBedroom-27617,train
SecondBedroom-29432,val
MasterBedroom-24604,train
SecondBedroom-29604,train
MasterBedroom-10366,test
MasterBedroom-1441,train
MasterBedroom-14015,train
SecondBedroom-13914,train
MasterBedroom-532,train
Bedroom-47103,val
Bedroom-28071,train
Bedroom-18291,val
MasterBedroom-29530,train
SecondBedroom-79051,train
MasterBedroom-79032,train
MasterBedroom-8543,train
Bedroom-9061,train
Bedroom-699,train
Bedroom-1448,train
SecondBedroom-150145,train
MasterBedroom-150123,train
SecondBedroom-19291,val
MasterBedroom-19310,test
MasterBedroom-55351,val
SecondBedroom-55429,val
Bedroom-18055,test
Bedroom-18105,val
MasterBedroom-4676,test
SecondBedroom-8869,train
SecondBedroom-38280,train
MasterBedroom-38350,train
Bedroom-2481,train
MasterBedroom-100618,val
Bedroom-21117,train
MasterBedroom-18254,train
SecondBedroom-7302,val
Bedroom-61030,train
Bedroom-62723,val
MasterBedroom-19297,train
SecondBedroom-19262,train
SecondBedroom-515,train
MasterBedroom-1482,val
SecondBedroom-3378,train
MasterBedroom-2428,train
SecondBedroom-348,train
MasterBedroom-604,train
SecondBedroom-106044,train
SecondBedroom-96865,train
MasterBedroom-106201,train
MasterBedroom-106238,train
MasterBedroom-106141,train
